originregion_id,originregion_name,destinationregion_id,destinationregion_name,regionflow_1000,regionflow_1001,regionflow_1004,regionflow_1005,regionflow_1006,regionflow_1007,regionflow_1008,regionflow_1009,origin_iso,origin_name,destination_iso,destination_name,countryflow_1000,countryflow_1001,countryflow_1004,countryflow_1005,countryflow_1006,countryflow_1007,countryflow_1008,countryflow_1009
1,North East,1,North East,0,0,0,0,0,0,0,0,29,Northumberland & Tyne & Wear,29,Northumberland & Tyne & Wear,0,0,0,0,0,0,0,0
1,North East,1,North East,0,0,0,0,0,0,0,0,29,Northumberland & Tyne & Wear,37,Tees Valley & Durham,5949,770,499,1262,1615,769,685,349
1,North East,1,North East,0,0,0,0,0,0,0,0,37,Tees Valley & Durham,29,Northumberland & Tyne & Wear,6434,756,1165,1415,1571,668,567,292
1,North East,1,North East,0,0,0,0,0,0,0,0,37,Tees Valley & Durham,37,Tees Valley & Durham,0,0,0,0,0,0,0,0
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,29,Northumberland & Tyne & Wear,11,East Yorkshire & Northern Lincolnshire,458,40,65,156,96,55,26,20
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,29,Northumberland & Tyne & Wear,27,North Yorkshire,1112,64,190,381,214,99,72,92
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,29,Northumberland & Tyne & Wear,35,South Yorkshire,660,33,168,228,146,35,33,17
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,29,Northumberland & Tyne & Wear,40,West Yorkshire,1719,77,399,693,301,127,58,64
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,37,Tees Valley & Durham,11,East Yorkshire & Northern Lincolnshire,456,47,81,105,80,47,64,32
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,37,Tees Valley & Durham,27,North Yorkshire,2226,313,286,398,440,264,325,200
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,37,Tees Valley & Durham,35,South Yorkshire,553,41,150,167,108,38,29,20
1,North East,2,Yorkshire & The Humber,8728,732,1719,2612,1692,790,689,494,37,Tees Valley & Durham,40,West Yorkshire,1544,117,380,484,307,125,82,49
1,North East,3,East Midlands,2597,252,387,708,525,263,246,216,29,Northumberland & Tyne & Wear,6,Derbyshire & Nottinghamshire,668,48,78,196,162,57,70,57
1,North East,3,East Midlands,2597,252,387,708,525,263,246,216,29,Northumberland & Tyne & Wear,23,Leicestershire Rutland & Northamptonshire,445,56,70,122,97,41,36,23
1,North East,3,East Midlands,2597,252,387,708,525,263,246,216,29,Northumberland & Tyne & Wear,24,Lincolnshire,269,41,33,75,43,29,24,24
1,North East,3,East Midlands,2597,252,387,708,525,263,246,216,37,Tees Valley & Durham,6,Derbyshire & Nottinghamshire,591,53,104,162,97,74,56,45
1,North East,3,East Midlands,2597,252,387,708,525,263,246,216,37,Tees Valley & Durham,23,Leicestershire Rutland & Northamptonshire,374,36,62,108,74,37,27,30
1,North East,3,East Midlands,2597,252,387,708,525,263,246,216,37,Tees Valley & Durham,24,Lincolnshire,250,18,40,45,52,25,33,37
1,North East,4,East of England,2287,272,213,732,449,242,205,174,29,Northumberland & Tyne & Wear,1,Bedfordshire & Hertfordshire,364,44,15,135,79,33,29,29
1,North East,4,East of England,2287,272,213,732,449,242,205,174,29,Northumberland & Tyne & Wear,9,East Anglia,698,72,89,189,175,70,57,46
1,North East,4,East of England,2287,272,213,732,449,242,205,174,29,Northumberland & Tyne & Wear,13,Essex,182,20,15,70,26,13,22,16
1,North East,4,East of England,2287,272,213,732,449,242,205,174,37,Tees Valley & Durham,1,Bedfordshire & Hertfordshire,298,34,22,109,44,38,26,25
1,North East,4,East of England,2287,272,213,732,449,242,205,174,37,Tees Valley & Durham,9,East Anglia,548,74,59,174,87,64,52,38
1,North East,4,East of England,2287,272,213,732,449,242,205,174,37,Tees Valley & Durham,13,Essex,197,28,13,55,38,24,19,20
1,North East,5,London,4602,295,336,1995,1347,316,176,137,29,Northumberland & Tyne & Wear,19,Inner London - East,997,38,60,426,348,55,46,24
1,North East,5,London,4602,295,336,1995,1347,316,176,137,29,Northumberland & Tyne & Wear,20,Inner London - West,694,20,62,334,186,34,35,23
1,North East,5,London,4602,295,336,1995,1347,316,176,137,29,Northumberland & Tyne & Wear,30,Outer London - East & North East,233,31,9,58,87,29,11,8
1,North East,5,London,4602,295,336,1995,1347,316,176,137,29,Northumberland & Tyne & Wear,31,Outer London - South,202,11,7,76,72,18,4,14
1,North East,5,London,4602,295,336,1995,1347,316,176,137,29,Northumberland & Tyne & Wear,32,Outer London - West & North West,518,60,32,157,184,46,21,18
1,North East,5,London,4602,295,336,1995,1347,316,176,137,37,Tees Valley & Durham,19,Inner London - East,692,33,62,369,168,28,18,14
1,North East,5,London,4602,295,336,1995,1347,316,176,137,37,Tees Valley & Durham,20,Inner London - West,505,15,45,292,98,27,13,15
1,North East,5,London,4602,295,336,1995,1347,316,176,137,37,Tees Valley & Durham,30,Outer London - East & North East,207,29,14,72,46,31,10,5
1,North East,5,London,4602,295,336,1995,1347,316,176,137,37,Tees Valley & Durham,31,Outer London - South,203,25,13,70,61,20,8,6
1,North East,5,London,4602,295,336,1995,1347,316,176,137,37,Tees Valley & Durham,32,Outer London - West & North West,351,33,32,141,97,28,10,10
1,North East,6,South East,3218,340,272,1024,774,319,266,223,29,Northumberland & Tyne & Wear,2,Berkshire Buckinghamshire & Oxfordshire,664,82,54,222,167,64,42,33
1,North East,6,South East,3218,340,272,1024,774,319,266,223,29,Northumberland & Tyne & Wear,16,Hampshire & Isle of Wight,364,47,32,81,96,45,41,22
1,North East,6,South East,3218,340,272,1024,774,319,266,223,29,Northumberland & Tyne & Wear,21,Kent,236,29,12,77,52,31,24,11
1,North East,6,South East,3218,340,272,1024,774,319,266,223,29,Northumberland & Tyne & Wear,36,Surrey East & West Sussex,466,31,39,138,133,48,31,46
1,North East,6,South East,3218,340,272,1024,774,319,266,223,37,Tees Valley & Durham,2,Berkshire Buckinghamshire & Oxfordshire,554,61,65,200,124,36,30,38
1,North East,6,South East,3218,340,272,1024,774,319,266,223,37,Tees Valley & Durham,16,Hampshire & Isle of Wight,296,35,23,81,79,33,25,20
1,North East,6,South East,3218,340,272,1024,774,319,266,223,37,Tees Valley & Durham,21,Kent,214,23,19,73,30,21,31,17
1,North East,6,South East,3218,340,272,1024,774,319,266,223,37,Tees Valley & Durham,36,Surrey East & West Sussex,424,32,28,152,93,41,42,36
1,North East,7,South West,2006,215,195,574,483,198,170,171,29,Northumberland & Tyne & Wear,4,Cornwall & Isles of Scilly,73,6,6,18,19,8,7,9
1,North East,7,South West,2006,215,195,574,483,198,170,171,29,Northumberland & Tyne & Wear,7,Devon,221,23,15,62,57,26,16,22
1,North East,7,South West,2006,215,195,574,483,198,170,171,29,Northumberland & Tyne & Wear,8,Dorset & Somerset,191,21,15,54,45,16,18,22
1,North East,7,South West,2006,215,195,574,483,198,170,171,29,Northumberland & Tyne & Wear,14,Gloucestershire Wiltshire & Bristol-Bath area,556,51,55,166,150,40,46,48
1,North East,7,South West,2006,215,195,574,483,198,170,171,37,Tees Valley & Durham,4,Cornwall & Isles of Scilly,128,19,16,29,22,16,11,15
1,North East,7,South West,2006,215,195,574,483,198,170,171,37,Tees Valley & Durham,7,Devon,178,18,17,48,41,15,26,13
1,North East,7,South West,2006,215,195,574,483,198,170,171,37,Tees Valley & Durham,8,Dorset & Somerset,202,26,24,52,38,34,10,18
1,North East,7,South West,2006,215,195,574,483,198,170,171,37,Tees Valley & Durham,14,Gloucestershire Wiltshire & Bristol-Bath area,457,51,47,145,111,43,36,24
1,North East,8,Wales,763,91,102,197,163,92,70,48,29,Northumberland & Tyne & Wear,10,East Wales,170,23,30,46,37,19,10,5
1,North East,8,Wales,763,91,102,197,163,92,70,48,29,Northumberland & Tyne & Wear,39,West Wales,214,23,25,47,58,23,18,20
1,North East,8,Wales,763,91,102,197,163,92,70,48,37,Tees Valley & Durham,10,East Wales,152,15,19,55,27,17,16,3
1,North East,8,Wales,763,91,102,197,163,92,70,48,37,Tees Valley & Durham,39,West Wales,227,30,28,49,41,33,26,20
1,North East,9,West Midlands,1946,233,244,576,405,210,166,112,29,Northumberland & Tyne & Wear,17,Herefordshire Worcestershire & Warwickshire,231,37,16,56,55,21,30,16
1,North East,9,West Midlands,1946,233,244,576,405,210,166,112,29,Northumberland & Tyne & Wear,33,Shropshire & Staffordshire,308,40,41,79,60,27,30,31
1,North East,9,West Midlands,1946,233,244,576,405,210,166,112,29,Northumberland & Tyne & Wear,38,West Midlands,493,56,72,159,100,53,38,15
1,North East,9,West Midlands,1946,233,244,576,405,210,166,112,37,Tees Valley & Durham,17,Herefordshire Worcestershire & Warwickshire,234,30,12,68,47,35,22,20
1,North East,9,West Midlands,1946,233,244,576,405,210,166,112,37,Tees Valley & Durham,33,Shropshire & Staffordshire,288,21,36,94,64,32,24,17
1,North East,9,West Midlands,1946,233,244,576,405,210,166,112,37,Tees Valley & Durham,38,West Midlands,392,49,67,120,79,42,22,13
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,29,Northumberland & Tyne & Wear,3,Cheshire,283,24,27,99,54,43,19,17
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,29,Northumberland & Tyne & Wear,5,Cumbria,764,64,81,194,159,66,106,94
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,29,Northumberland & Tyne & Wear,15,Greater Manchester,1104,107,257,341,284,57,31,27
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,29,Northumberland & Tyne & Wear,22,Lancashire,560,62,104,182,88,36,44,44
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,29,Northumberland & Tyne & Wear,25,Merseyside,438,24,96,153,98,33,21,13
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,37,Tees Valley & Durham,3,Cheshire,234,11,46,83,39,19,17,19
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,37,Tees Valley & Durham,5,Cumbria,442,37,44,103,92,57,59,50
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,37,Tees Valley & Durham,15,Greater Manchester,883,88,151,312,198,82,37,15
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,37,Tees Valley & Durham,22,Lancashire,536,64,121,132,90,54,39,36
1,North East,10,North West,5647,517,1014,1746,1172,478,390,330,37,Tees Valley & Durham,25,Merseyside,403,36,87,147,70,31,17,15
1,North East,11,Northern Ireland,625,53,25,323,146,28,30,20,29,Northumberland & Tyne & Wear,28,Northern Ireland,481,39,16,273,108,18,15,12
1,North East,11,Northern Ireland,625,53,25,323,146,28,30,20,37,Tees Valley & Durham,28,Northern Ireland,144,14,9,50,38,10,15,8
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,29,Northumberland & Tyne & Wear,12,Eastern Scotland,1285,125,233,297,278,134,138,80
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,29,Northumberland & Tyne & Wear,18,Highlands & Islands,164,19,10,23,46,26,25,15
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,29,Northumberland & Tyne & Wear,26,North Eastern Scotland,260,36,54,47,61,33,21,8
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,29,Northumberland & Tyne & Wear,34,South Western Scotland,552,62,75,106,147,58,66,38
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,37,Tees Valley & Durham,12,Eastern Scotland,541,50,111,149,101,30,62,38
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,37,Tees Valley & Durham,18,Highlands & Islands,142,14,13,16,33,16,30,20
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,37,Tees Valley & Durham,26,North Eastern Scotland,122,15,12,36,21,19,10,9
1,North East,12,Scotland,3395,390,523,737,748,369,396,232,37,Tees Valley & Durham,34,South Western Scotland,329,69,15,63,61,53,44,24
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,11,East Yorkshire & Northern Lincolnshire,29,Northumberland & Tyne & Wear,650,37,227,178,106,23,49,30
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,11,East Yorkshire & Northern Lincolnshire,37,Tees Valley & Durham,553,59,98,141,92,67,62,34
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,27,North Yorkshire,29,Northumberland & Tyne & Wear,1510,81,530,459,186,88,104,62
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,27,North Yorkshire,37,Tees Valley & Durham,2521,323,345,531,503,280,315,224
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,35,South Yorkshire,29,Northumberland & Tyne & Wear,773,47,195,275,136,46,39,35
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,35,South Yorkshire,37,Tees Valley & Durham,575,46,121,224,96,40,28,20
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,40,West Yorkshire,29,Northumberland & Tyne & Wear,1942,118,661,607,272,125,82,77
2,Yorkshire & The Humber,1,North East,9882,843,2451,2803,1666,803,779,537,40,West Yorkshire,37,Tees Valley & Durham,1358,132,274,388,275,134,100,55
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,11,East Yorkshire & Northern Lincolnshire,11,East Yorkshire & Northern Lincolnshire,0,0,0,0,0,0,0,0
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,11,East Yorkshire & Northern Lincolnshire,27,North Yorkshire,2571,292,301,444,596,326,317,295
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,11,East Yorkshire & Northern Lincolnshire,35,South Yorkshire,1947,232,390,454,417,220,140,94
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,11,East Yorkshire & Northern Lincolnshire,40,West Yorkshire,2377,240,370,575,587,202,199,204
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,27,North Yorkshire,11,East Yorkshire & Northern Lincolnshire,2651,382,266,492,534,388,298,291
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,27,North Yorkshire,27,North Yorkshire,0,0,0,0,0,0,0,0
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,27,North Yorkshire,35,South Yorkshire,1216,82,346,355,206,91,82,54
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,27,North Yorkshire,40,West Yorkshire,4963,496,537,1209,1294,543,488,396
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,35,South Yorkshire,11,East Yorkshire & Northern Lincolnshire,1656,214,180,359,329,220,177,177
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,35,South Yorkshire,27,North Yorkshire,1374,130,253,341,217,161,144,128
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,35,South Yorkshire,35,South Yorkshire,0,0,0,0,0,0,0,0
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,35,South Yorkshire,40,West Yorkshire,4069,443,638,1137,996,441,291,123
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,40,West Yorkshire,11,East Yorkshire & Northern Lincolnshire,2251,272,237,470,456,235,284,297
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,40,West Yorkshire,27,North Yorkshire,6482,894,623,970,1400,895,939,761
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,40,West Yorkshire,35,South Yorkshire,4359,526,674,1067,1003,545,342,202
2,Yorkshire & The Humber,2,Yorkshire & The Humber,0,0,0,0,0,0,0,0,40,West Yorkshire,40,West Yorkshire,0,0,0,0,0,0,0,0
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,11,East Yorkshire & Northern Lincolnshire,6,Derbyshire & Nottinghamshire,988,115,162,231,194,116,96,74
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,11,East Yorkshire & Northern Lincolnshire,23,Leicestershire Rutland & Northamptonshire,491,47,114,131,69,50,39,41
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,11,East Yorkshire & Northern Lincolnshire,24,Lincolnshire,1873,283,237,334,343,250,257,169
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,27,North Yorkshire,6,Derbyshire & Nottinghamshire,827,65,162,232,141,83,80,64
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,27,North Yorkshire,23,Leicestershire Rutland & Northamptonshire,536,55,123,148,90,30,34,56
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,27,North Yorkshire,24,Lincolnshire,554,68,97,114,105,46,64,60
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,35,South Yorkshire,6,Derbyshire & Nottinghamshire,4635,576,425,983,1096,638,548,369
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,35,South Yorkshire,23,Leicestershire Rutland & Northamptonshire,893,72,134,368,159,71,55,34
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,35,South Yorkshire,24,Lincolnshire,1096,96,205,249,171,106,116,153
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,40,West Yorkshire,6,Derbyshire & Nottinghamshire,1937,192,381,572,419,162,122,89
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,40,West Yorkshire,23,Leicestershire Rutland & Northamptonshire,1085,101,190,367,193,107,74,53
2,Yorkshire & The Humber,3,East Midlands,15604,1737,2315,3898,3106,1722,1575,1251,40,West Yorkshire,24,Lincolnshire,689,67,85,169,126,63,90,89
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,11,East Yorkshire & Northern Lincolnshire,1,Bedfordshire & Hertfordshire,240,33,23,67,59,29,15,14
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,11,East Yorkshire & Northern Lincolnshire,9,East Anglia,533,61,58,134,117,46,66,51
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,11,East Yorkshire & Northern Lincolnshire,13,Essex,146,15,21,40,30,16,17,7
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,27,North Yorkshire,1,Bedfordshire & Hertfordshire,366,32,33,131,71,31,35,33
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,27,North Yorkshire,9,East Anglia,914,95,141,252,175,79,86,86
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,27,North Yorkshire,13,Essex,297,26,21,109,62,26,26,27
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,35,South Yorkshire,1,Bedfordshire & Hertfordshire,494,41,35,216,100,54,28,20
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,35,South Yorkshire,9,East Anglia,830,57,68,315,189,78,68,55
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,35,South Yorkshire,13,Essex,235,26,5,91,52,30,19,12
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,40,West Yorkshire,1,Bedfordshire & Hertfordshire,813,96,45,342,193,67,39,31
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,40,West Yorkshire,9,East Anglia,1237,158,130,366,258,128,104,93
2,Yorkshire & The Humber,4,East of England,6500,705,605,2180,1410,622,539,439,40,West Yorkshire,13,Essex,395,65,25,117,104,38,36,10
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,11,East Yorkshire & Northern Lincolnshire,19,Inner London - East,401,14,38,181,114,31,16,7
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,11,East Yorkshire & Northern Lincolnshire,20,Inner London - West,282,1,56,105,77,11,24,8
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,11,East Yorkshire & Northern Lincolnshire,30,Outer London - East & North East,175,24,26,39,48,18,17,3
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,11,East Yorkshire & Northern Lincolnshire,31,Outer London - South,124,11,9,43,35,14,8,4
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,11,East Yorkshire & Northern Lincolnshire,32,Outer London - West & North West,279,27,24,81,86,28,22,11
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,27,North Yorkshire,19,Inner London - East,880,7,83,453,238,39,42,18
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,27,North Yorkshire,20,Inner London - West,539,6,73,220,131,35,43,31
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,27,North Yorkshire,30,Outer London - East & North East,192,20,19,80,45,16,7,5
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,27,North Yorkshire,31,Outer London - South,222,13,9,96,52,25,15,12
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,27,North Yorkshire,32,Outer London - West & North West,349,15,42,139,88,32,25,8
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,35,South Yorkshire,19,Inner London - East,949,50,42,380,352,65,42,18
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,35,South Yorkshire,20,Inner London - West,485,27,43,191,160,30,21,13
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,35,South Yorkshire,30,Outer London - East & North East,319,51,19,91,91,41,14,12
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,35,South Yorkshire,31,Outer London - South,227,19,12,89,57,29,7,14
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,35,South Yorkshire,32,Outer London - West & North West,493,68,22,149,165,48,30,11
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,40,West Yorkshire,19,Inner London - East,2232,101,147,926,821,153,56,28
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,40,West Yorkshire,20,Inner London - West,1126,36,112,471,354,80,52,21
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,40,West Yorkshire,30,Outer London - East & North East,692,103,62,198,231,55,31,12
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,40,West Yorkshire,31,Outer London - South,472,51,29,162,134,50,30,16
2,Yorkshire & The Humber,5,London,11515,744,942,4467,3607,913,554,288,40,West Yorkshire,32,Outer London - West & North West,1077,100,75,373,328,113,52,36
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,11,East Yorkshire & Northern Lincolnshire,2,Berkshire Buckinghamshire & Oxfordshire,451,54,59,103,110,52,39,34
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,11,East Yorkshire & Northern Lincolnshire,16,Hampshire & Isle of Wight,330,42,25,68,83,37,28,47
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,11,East Yorkshire & Northern Lincolnshire,21,Kent,175,21,20,51,30,22,16,15
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,11,East Yorkshire & Northern Lincolnshire,36,Surrey East & West Sussex,347,45,25,91,75,36,30,45
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,27,North Yorkshire,2,Berkshire Buckinghamshire & Oxfordshire,877,114,118,216,215,103,64,47
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,27,North Yorkshire,16,Hampshire & Isle of Wight,605,125,52,117,162,74,41,34
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,27,North Yorkshire,21,Kent,529,72,74,156,134,34,25,34
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,27,North Yorkshire,36,Surrey East & West Sussex,510,47,66,139,127,47,42,42
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,35,South Yorkshire,2,Berkshire Buckinghamshire & Oxfordshire,660,65,50,265,153,63,40,24
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,35,South Yorkshire,16,Hampshire & Isle of Wight,393,50,29,110,119,26,29,30
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,35,South Yorkshire,21,Kent,254,27,32,88,47,29,18,13
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,35,South Yorkshire,36,Surrey East & West Sussex,470,42,49,155,121,37,31,35
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,40,West Yorkshire,2,Berkshire Buckinghamshire & Oxfordshire,1200,119,140,392,331,121,61,36
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,40,West Yorkshire,16,Hampshire & Isle of Wight,642,143,71,131,112,87,61,37
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,40,West Yorkshire,21,Kent,442,43,33,143,104,46,36,37
2,Yorkshire & The Humber,6,South East,8779,1090,903,2543,2136,915,611,581,40,West Yorkshire,36,Surrey East & West Sussex,894,81,60,318,213,101,50,71
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,11,East Yorkshire & Northern Lincolnshire,4,Cornwall & Isles of Scilly,121,12,13,27,17,14,14,24
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,11,East Yorkshire & Northern Lincolnshire,7,Devon,189,35,17,36,47,23,13,18
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,11,East Yorkshire & Northern Lincolnshire,8,Dorset & Somerset,192,24,16,35,35,15,32,35
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,11,East Yorkshire & Northern Lincolnshire,14,Gloucestershire Wiltshire & Bristol-Bath area,332,40,43,81,67,35,43,23
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,27,North Yorkshire,4,Cornwall & Isles of Scilly,155,26,15,22,29,23,8,32
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,27,North Yorkshire,7,Devon,267,31,36,72,47,14,29,38
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,27,North Yorkshire,8,Dorset & Somerset,432,57,86,76,75,61,37,40
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,27,North Yorkshire,14,Gloucestershire Wiltshire & Bristol-Bath area,986,133,158,225,235,112,57,66
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,35,South Yorkshire,4,Cornwall & Isles of Scilly,173,32,7,36,19,29,22,28
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,35,South Yorkshire,7,Devon,285,27,25,85,57,19,32,40
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,35,South Yorkshire,8,Dorset & Somerset,247,26,17,69,61,22,23,29
2,Yorkshire & The Humber,7,South West,5946,721,701,1549,1253,611,544,567,35,South Yorkshire,14,Gloucestershire Wiltshire & Bristol-Bath area,615,55,78,216,146,43,39,38
